J-Date,Date,Adj Close
1388-08-12,2009-11-03,38
1388-08-13,2009-11-04,40
1388-08-16,2009-11-07,41
1388-08-17,2009-11-08,43
1388-08-18,2009-11-09,43
1388-08-19,2009-11-10,42
1388-08-20,2009-11-11,40
1388-08-23,2009-11-14,43
1388-08-24,2009-11-15,44
1388-08-25,2009-11-16,46
1388-08-26,2009-11-17,46
1388-08-27,2009-11-18,44
1388-08-30,2009-11-21,43
1388-09-01,2009-11-22,42
1388-09-02,2009-11-23,42
1388-09-03,2009-11-24,43
1388-09-04,2009-11-25,43
1388-09-08,2009-11-29,42
1388-09-10,2009-12-01,42
1388-09-11,2009-12-02,42
1388-09-14,2009-12-05,40
1388-09-16,2009-12-07,41
1388-09-17,2009-12-08,40
1388-09-18,2009-12-09,39
1388-09-21,2009-12-12,38
1388-09-22,2009-12-13,36
1388-09-23,2009-12-14,35
1388-09-24,2009-12-15,34
1388-09-25,2009-12-16,33
1388-09-28,2009-12-19,34
1388-09-29,2009-12-20,35
1388-09-30,2009-12-21,35
1388-10-01,2009-12-22,34
1388-10-02,2009-12-23,33
1388-10-07,2009-12-28,32
1388-10-08,2009-12-29,32
1388-10-09,2009-12-30,32
1388-10-12,2010-01-02,34
1388-10-13,2010-01-03,34
1388-10-14,2010-01-04,33
1388-10-15,2010-01-05,35
1388-10-16,2010-01-06,36
1388-10-19,2010-01-09,36
1388-10-20,2010-01-10,36
1388-10-21,2010-01-11,36
1388-10-22,2010-01-12,36
1388-10-23,2010-01-13,38
1388-10-26,2010-01-16,38
1388-10-27,2010-01-17,39
1388-10-28,2010-01-18,38
1388-10-29,2010-01-19,39
1388-10-30,2010-01-20,38
1388-11-03,2010-01-23,38
1388-11-04,2010-01-24,38
1388-11-05,2010-01-25,38
1388-11-06,2010-01-26,37
1388-11-07,2010-01-27,37
1388-11-10,2010-01-30,36
1388-11-11,2010-01-31,36
1388-11-12,2010-02-01,38
1388-11-13,2010-02-02,36
1388-11-14,2010-02-03,38
1388-11-17,2010-02-06,37
1388-11-18,2010-02-07,37
1388-11-19,2010-02-08,37
1388-11-20,2010-02-09,37
1388-11-21,2010-02-10,37
1388-11-25,2010-02-14,38
1388-11-27,2010-02-16,38
1388-11-28,2010-02-17,39
1388-12-01,2010-02-20,39
1388-12-02,2010-02-21,39
1388-12-03,2010-02-22,40
1388-12-04,2010-02-23,38
1388-12-05,2010-02-24,38
1388-12-08,2010-02-27,38
1388-12-09,2010-02-28,38
1388-12-10,2010-03-01,37
1388-12-11,2010-03-02,38
1388-12-18,2010-03-09,36
1388-12-19,2010-03-10,36
1388-12-22,2010-03-13,36
1388-12-23,2010-03-14,36
1388-12-24,2010-03-15,36
1388-12-25,2010-03-16,36
1388-12-26,2010-03-17,36
1389-01-07,2010-03-27,36
1389-01-08,2010-03-28,36
1389-01-09,2010-03-29,36
1389-01-10,2010-03-30,36
1389-01-11,2010-03-31,37
1389-01-14,2010-04-03,39
1389-01-15,2010-04-04,40
1389-01-16,2010-04-05,41
1389-01-17,2010-04-06,42
1389-01-18,2010-04-07,44
1389-01-21,2010-04-10,43
1389-01-22,2010-04-11,42
1389-01-23,2010-04-12,41
1389-01-24,2010-04-13,41
1389-01-25,2010-04-14,42
1389-01-28,2010-04-17,41
1389-01-29,2010-04-18,42
1389-01-30,2010-04-19,42
1389-01-31,2010-04-20,42
1389-02-01,2010-04-21,42
1389-02-04,2010-04-24,42
1389-02-05,2010-04-25,41
1389-02-06,2010-04-26,40
1389-02-07,2010-04-27,40
1389-02-11,2010-05-01,41
1389-02-12,2010-05-02,41
1389-02-13,2010-05-03,40
1389-02-14,2010-05-04,41
1389-02-15,2010-05-05,40
1389-02-18,2010-05-08,40
1389-02-19,2010-05-09,40
1389-02-20,2010-05-10,40
1389-02-21,2010-05-11,40
1389-02-22,2010-05-12,40
1389-02-25,2010-05-15,41
1389-02-26,2010-05-16,42
1389-02-28,2010-05-18,42
1389-02-29,2010-05-19,42
1389-03-01,2010-05-22,41
1389-03-02,2010-05-23,41
1389-03-03,2010-05-24,43
1389-03-04,2010-05-25,44
1389-03-05,2010-05-26,45
1389-03-08,2010-05-29,45
1389-03-09,2010-05-30,44
1389-03-10,2010-05-31,45
1389-03-11,2010-06-01,46
1389-03-12,2010-06-02,47
1389-03-16,2010-06-06,46
1389-03-26,2010-06-16,48
1389-03-29,2010-06-19,47
1389-03-30,2010-06-20,47
1389-03-31,2010-06-21,47
1389-04-01,2010-06-22,48
1389-04-02,2010-06-23,50
1389-04-06,2010-06-27,48
1389-04-07,2010-06-28,48
1389-04-08,2010-06-29,48
1389-04-09,2010-06-30,50
1389-04-12,2010-07-03,49
1389-04-13,2010-07-04,48
1389-04-14,2010-07-05,49
1389-04-15,2010-07-06,48
1389-04-16,2010-07-07,48
1389-04-20,2010-07-11,49
1389-04-21,2010-07-12,49
1389-04-22,2010-07-13,48
1389-04-23,2010-07-14,49
1389-04-26,2010-07-17,51
1389-04-27,2010-07-18,52
1389-04-28,2010-07-19,54
1389-04-29,2010-07-20,56
1389-04-30,2010-07-21,56
1389-05-02,2010-07-24,54
1389-05-03,2010-07-25,57
1389-05-04,2010-07-26,56
1389-05-06,2010-07-28,56
1389-05-09,2010-07-31,57
1389-05-10,2010-08-01,55
1389-08-23,2010-11-14,61
1389-08-24,2010-11-15,58
1389-08-25,2010-11-16,59
1389-08-29,2010-11-20,57
1389-08-30,2010-11-21,60
1389-09-01,2010-11-22,60
1389-09-02,2010-11-23,62
1389-09-03,2010-11-24,64
1389-09-06,2010-11-27,63
1389-09-07,2010-11-28,62
1389-09-08,2010-11-29,60
1389-09-09,2010-11-30,61
1389-09-10,2010-12-01,60
1389-09-13,2010-12-04,59
1389-09-14,2010-12-05,58
1389-09-15,2010-12-06,57
1389-09-16,2010-12-07,56
1389-09-17,2010-12-08,58
1389-09-20,2010-12-11,57
1389-09-21,2010-12-12,57
1389-09-22,2010-12-13,56
1389-09-23,2010-12-14,56
1389-09-27,2010-12-18,55
1389-09-28,2010-12-19,54
1389-09-29,2010-12-20,54
1389-09-30,2010-12-21,54
1389-10-01,2010-12-22,55
1389-10-04,2010-12-25,57
1389-10-05,2010-12-26,58
1389-10-06,2010-12-27,56
1389-10-07,2010-12-28,56
1389-10-08,2010-12-29,56
1389-10-11,2011-01-01,56
1389-10-12,2011-01-02,56
1389-10-13,2011-01-03,56
1389-10-14,2011-01-04,58
1389-10-15,2011-01-05,58
1389-10-18,2011-01-08,58
1389-10-19,2011-01-09,61
1389-10-20,2011-01-10,63
1389-10-21,2011-01-11,65
1389-10-22,2011-01-12,63
1389-10-25,2011-01-15,63
1389-10-26,2011-01-16,65
1389-10-27,2011-01-17,65
1389-10-28,2011-01-18,67
1389-10-29,2011-01-19,70
1389-11-02,2011-01-22,70
1389-11-03,2011-01-23,71
1389-11-04,2011-01-24,73
1389-11-06,2011-01-26,72
1389-11-09,2011-01-29,71
1389-11-10,2011-01-30,72
1389-11-11,2011-01-31,74
1389-11-12,2011-02-01,77
1389-11-16,2011-02-05,76
1389-11-17,2011-02-06,74
1389-11-18,2011-02-07,73
1389-11-19,2011-02-08,73
1389-11-20,2011-02-09,73
1389-11-23,2011-02-12,71
1389-11-24,2011-02-13,75
1389-11-25,2011-02-14,73
1389-11-26,2011-02-15,73
1389-11-27,2011-02-16,71
1389-11-30,2011-02-19,70
1389-12-01,2011-02-20,69
1389-12-03,2011-02-22,69
1389-12-04,2011-02-23,70
1389-12-07,2011-02-26,69
1389-12-08,2011-02-27,69
1389-12-09,2011-02-28,69
1389-12-10,2011-03-01,68
1389-12-11,2011-03-02,69
1389-12-14,2011-03-05,72
1389-12-15,2011-03-06,69
1389-12-16,2011-03-07,69
1389-12-22,2011-03-13,64
1389-12-23,2011-03-14,65
1389-12-24,2011-03-15,66
1389-12-25,2011-03-16,66
1389-12-28,2011-03-19,68
1390-01-06,2011-03-26,71
1390-01-07,2011-03-27,70
1390-01-08,2011-03-28,72
1390-01-09,2011-03-29,72
1390-01-10,2011-03-30,73
1390-01-14,2011-04-03,73
1390-01-15,2011-04-04,76
1390-01-16,2011-04-05,79
1390-01-17,2011-04-06,81
1390-01-20,2011-04-09,78
1390-01-21,2011-04-10,79
1390-01-22,2011-04-11,82
1390-01-23,2011-04-12,85
1390-01-24,2011-04-13,87
1390-01-27,2011-04-16,88
1390-01-28,2011-04-17,88
1390-01-29,2011-04-18,84
1390-01-30,2011-04-19,82
1390-01-31,2011-04-20,86
1390-02-03,2011-04-23,86
1390-02-04,2011-04-24,82
1390-02-05,2011-04-25,81
1390-02-06,2011-04-26,81
1390-02-07,2011-04-27,79
1390-02-10,2011-04-30,77
1390-02-11,2011-05-01,82
1390-02-12,2011-05-02,79
1390-02-13,2011-05-03,79
1390-02-14,2011-05-04,82
1390-02-18,2011-05-08,79
1390-02-19,2011-05-09,83
1390-02-20,2011-05-10,80
1390-02-21,2011-05-11,79
1390-02-24,2011-05-14,79
1390-02-25,2011-05-15,78
1390-02-26,2011-05-16,77
1390-02-27,2011-05-17,79
1390-02-28,2011-05-18,81
1390-02-31,2011-05-21,78
1390-03-01,2011-05-22,76
1390-03-02,2011-05-23,80
1390-03-03,2011-05-24,76
1390-03-04,2011-05-25,74
1390-03-07,2011-05-28,72
1390-03-08,2011-05-29,70
1390-03-09,2011-05-30,74
1390-03-10,2011-05-31,75
1390-03-11,2011-06-01,74
1390-03-16,2011-06-06,76
1390-03-17,2011-06-07,74
1390-03-18,2011-06-08,74
1390-03-21,2011-06-11,71
1390-03-22,2011-06-12,69
1390-03-23,2011-06-13,69
1390-03-24,2011-06-14,70
1390-03-25,2011-06-15,71
1390-03-28,2011-06-18,69
1390-03-29,2011-06-19,70
1390-03-30,2011-06-20,69
1390-03-31,2011-06-21,69
1390-04-01,2011-06-22,69
1390-04-04,2011-06-25,68
1390-04-05,2011-06-26,67
1390-04-06,2011-06-27,65
1390-04-07,2011-06-28,65
1390-04-08,2011-06-29,67
1390-04-11,2011-07-02,68
1390-04-12,2011-07-03,66
1390-04-13,2011-07-04,65
1390-04-14,2011-07-05,65
1390-04-15,2011-07-06,65
1390-04-18,2011-07-09,65
1390-04-19,2011-07-10,63
1390-04-20,2011-07-11,63
1390-04-21,2011-07-12,63
1390-04-22,2011-07-13,65
1390-04-25,2011-07-16,64
1390-04-27,2011-07-18,66
1390-04-28,2011-07-19,66
1390-04-29,2011-07-20,65
1390-05-01,2011-07-23,68
1390-05-02,2011-07-24,69
1390-05-03,2011-07-25,67
1390-05-04,2011-07-26,70
1390-05-05,2011-07-27,68
1390-05-08,2011-07-30,68
1390-05-09,2011-07-31,67
1390-05-10,2011-08-01,69
1390-05-11,2011-08-02,67
1390-05-12,2011-08-03,67
1390-05-15,2011-08-06,66
1390-05-16,2011-08-07,65
1390-05-17,2011-08-08,65
1390-05-18,2011-08-09,65
1390-05-19,2011-08-10,65
1390-05-22,2011-08-13,66
1390-05-23,2011-08-14,67
1390-05-24,2011-08-15,66
1390-05-25,2011-08-16,67
1390-05-26,2011-08-17,69
1390-05-29,2011-08-20,68
1390-05-30,2011-08-21,68
1390-06-01,2011-08-23,68
1390-06-02,2011-08-24,66
1390-06-05,2011-08-27,67
1390-06-06,2011-08-28,65
1390-06-07,2011-08-29,67
1390-06-08,2011-08-30,66
1390-06-12,2011-09-03,66
1390-06-13,2011-09-04,66
1390-06-14,2011-09-05,69
1390-06-15,2011-09-06,71
1390-06-16,2011-09-07,72
1390-06-19,2011-09-10,72
1390-06-20,2011-09-11,75
1390-06-21,2011-09-12,78
1390-06-22,2011-09-13,78
1390-06-23,2011-09-14,78
1390-06-26,2011-09-17,79
1390-06-27,2011-09-18,79
1390-06-28,2011-09-19,79
1390-06-29,2011-09-20,78
1390-06-30,2011-09-21,76
1390-07-03,2011-09-25,74
1390-07-04,2011-09-26,74
1390-07-05,2011-09-27,74
1390-07-06,2011-09-28,73
1390-07-09,2011-10-01,72
1390-07-10,2011-10-02,72
1390-07-11,2011-10-03,73
1390-07-12,2011-10-04,74
1390-07-13,2011-10-05,77
1390-07-16,2011-10-08,76
1390-07-17,2011-10-09,75
1390-07-18,2011-10-10,74
1390-07-19,2011-10-11,73
1390-07-20,2011-10-12,72
1390-07-23,2011-10-15,72
1390-07-24,2011-10-16,71
1390-07-25,2011-10-17,70
1390-07-26,2011-10-18,69
1390-07-27,2011-10-19,69
1390-07-30,2011-10-22,69
1390-08-01,2011-10-23,69
1390-08-02,2011-10-24,67
1390-08-03,2011-10-25,69
1390-08-04,2011-10-26,68
1390-08-07,2011-10-29,66
1390-08-08,2011-10-30,67
1390-08-09,2011-10-31,67
1390-08-10,2011-11-01,67
1390-08-11,2011-11-02,69
1390-08-14,2011-11-05,66
1390-08-15,2011-11-06,66
1390-08-17,2011-11-08,65
1390-08-18,2011-11-09,68
1390-08-21,2011-11-12,68
1390-08-22,2011-11-13,65
1390-08-23,2011-11-14,66
1390-08-25,2011-11-16,65
1390-08-28,2011-11-19,66
1390-08-29,2011-11-20,65
1390-08-30,2011-11-21,66
1390-09-01,2011-11-22,66
1390-09-02,2011-11-23,64
1390-09-05,2011-11-26,65
1390-09-06,2011-11-27,65
1390-09-07,2011-11-28,65
1390-09-08,2011-11-29,67
1390-09-09,2011-11-30,64
1390-09-12,2011-12-03,65
1390-09-13,2011-12-04,67
1390-09-16,2011-12-07,68
1390-09-19,2011-12-10,67
1390-09-20,2011-12-11,66
1390-09-21,2011-12-12,68
1390-09-22,2011-12-13,68
1390-09-23,2011-12-14,69
1390-09-26,2011-12-17,68
1390-09-27,2011-12-18,68
1390-09-28,2011-12-19,67
1390-09-29,2011-12-20,66
1390-09-30,2011-12-21,67
1390-10-03,2011-12-24,66
1390-10-04,2011-12-25,65
1390-10-05,2011-12-26,65
1390-10-06,2011-12-27,64
1390-10-07,2011-12-28,64
1390-10-10,2011-12-31,64
1390-10-11,2012-01-01,63
1390-10-12,2012-01-02,63
1390-10-13,2012-01-03,63
1390-10-14,2012-01-04,65
1390-10-17,2012-01-07,65
1390-10-18,2012-01-08,64
1390-10-19,2012-01-09,65
1390-10-20,2012-01-10,66
1390-10-21,2012-01-11,67
1390-10-25,2012-01-15,68
1390-10-26,2012-01-16,69
1390-10-27,2012-01-17,66
1390-10-28,2012-01-18,66
1390-11-01,2012-01-21,66
1390-11-03,2012-01-23,66
1390-11-05,2012-01-25,66
1390-11-08,2012-01-28,69
1390-11-09,2012-01-29,67
1390-11-10,2012-01-30,65
1390-11-11,2012-01-31,65
1390-11-12,2012-02-01,65
1390-11-15,2012-02-04,64
1390-11-16,2012-02-05,64
1390-11-17,2012-02-06,65
1390-11-18,2012-02-07,63
1390-11-19,2012-02-08,63
1390-11-23,2012-02-12,63
1390-11-24,2012-02-13,63
1390-11-25,2012-02-14,62
1390-11-26,2012-02-15,62
1390-11-29,2012-02-18,62
1390-11-30,2012-02-19,62
1390-12-01,2012-02-20,62
1390-12-02,2012-02-21,63
1390-12-03,2012-02-22,63
1390-12-06,2012-02-25,62
1390-12-07,2012-02-26,61
1390-12-08,2012-02-27,61
1390-12-09,2012-02-28,63
1390-12-10,2012-02-29,62
1390-12-13,2012-03-03,63
1390-12-14,2012-03-04,63
1390-12-15,2012-03-05,61
1390-12-22,2012-03-12,60
1390-12-23,2012-03-13,60
1390-12-24,2012-03-14,63
1390-12-27,2012-03-17,62
1390-12-28,2012-03-18,63
1391-01-05,2012-03-24,64
1391-01-06,2012-03-25,63
1391-01-07,2012-03-26,62
1391-01-08,2012-03-27,62
1391-01-09,2012-03-28,61
1391-01-14,2012-04-02,59
1391-01-15,2012-04-03,59
1391-01-16,2012-04-04,60
1391-01-19,2012-04-07,58
1391-01-20,2012-04-08,57
1391-01-21,2012-04-09,57
1391-01-22,2012-04-10,57
1391-01-23,2012-04-11,57
1391-01-26,2012-04-14,56
1391-01-27,2012-04-15,60
1391-01-28,2012-04-16,63
1391-01-29,2012-04-17,60
1391-01-30,2012-04-18,60
1391-02-02,2012-04-21,59
1391-02-03,2012-04-22,58
1391-02-04,2012-04-23,56
1391-02-05,2012-04-24,58
1391-02-09,2012-04-28,57
1391-02-10,2012-04-29,57
1391-02-11,2012-04-30,58
1391-02-12,2012-05-01,57
1391-02-13,2012-05-02,59
1391-02-16,2012-05-05,59
1391-02-17,2012-05-06,58
1391-02-18,2012-05-07,58
1391-02-19,2012-05-08,57
1391-02-20,2012-05-09,57
1391-02-23,2012-05-12,57
1391-02-24,2012-05-13,56
1391-02-25,2012-05-14,58
1391-02-26,2012-05-15,58
1391-02-27,2012-05-16,61
1391-02-30,2012-05-19,61
1391-02-31,2012-05-20,64
1391-03-01,2012-05-21,64
1391-03-02,2012-05-22,62
1391-03-03,2012-05-23,65
1391-03-06,2012-05-26,62
1391-03-07,2012-05-27,63
1391-03-08,2012-05-28,63
1391-03-09,2012-05-29,63
1391-03-10,2012-05-30,63
1391-03-13,2012-06-02,61
1391-03-16,2012-06-05,61
1391-03-17,2012-06-06,60
1391-03-20,2012-06-09,59
1391-03-21,2012-06-10,60
1391-03-22,2012-06-11,60
1391-03-23,2012-06-12,60
1391-03-24,2012-06-13,60
1391-03-27,2012-06-16,58
1391-03-28,2012-06-17,58
1391-03-30,2012-06-19,58
1391-03-31,2012-06-20,57
1391-04-03,2012-06-23,55
1391-04-04,2012-06-24,54
1391-04-05,2012-06-25,54
1391-04-06,2012-06-26,53
1391-04-07,2012-06-27,53
1391-04-10,2012-06-30,54
1391-04-11,2012-07-01,55
1391-04-12,2012-07-02,55
1391-04-13,2012-07-03,56
1391-04-14,2012-07-04,55
1391-04-17,2012-07-07,58
1391-04-18,2012-07-08,58
1391-04-19,2012-07-09,59
1391-04-20,2012-07-10,61
1391-04-21,2012-07-11,61
1391-04-24,2012-07-14,61
1391-04-25,2012-07-15,59
1391-04-26,2012-07-16,60
1391-04-27,2012-07-17,61
1391-04-28,2012-07-18,60
1391-04-31,2012-07-21,62
1391-05-01,2012-07-22,60
1391-05-02,2012-07-23,60
1391-05-03,2012-07-24,60
1391-05-04,2012-07-25,60
1391-05-07,2012-07-28,58
1391-05-08,2012-07-29,58
1391-05-09,2012-07-30,58
1391-05-10,2012-07-31,57
1391-05-11,2012-08-01,57
1391-05-14,2012-08-04,56
1391-05-16,2012-08-06,56
1391-05-21,2012-08-11,57
1391-05-22,2012-08-12,55
1391-05-23,2012-08-13,55
1391-05-25,2012-08-15,55
1391-05-28,2012-08-18,55
1391-05-31,2012-08-21,55
1391-06-04,2012-08-25,55
1391-06-05,2012-08-26,55
1391-06-06,2012-08-27,55
1391-06-12,2012-09-02,54
1391-06-13,2012-09-03,59
1391-06-14,2012-09-04,58
1391-06-15,2012-09-05,58
1391-06-18,2012-09-08,59
1391-06-19,2012-09-09,57
1391-06-20,2012-09-10,61
1391-06-21,2012-09-11,60
1391-06-25,2012-09-15,61
1391-06-26,2012-09-16,60
1391-06-27,2012-09-17,60
1391-06-28,2012-09-18,61
1391-06-29,2012-09-19,61
1391-07-01,2012-09-22,63
1391-07-02,2012-09-23,65
1391-07-03,2012-09-24,65
1391-07-04,2012-09-25,65
1391-07-05,2012-09-26,67
1391-07-08,2012-09-29,70
1391-07-09,2012-09-30,67
1391-07-10,2012-10-01,66
1391-07-11,2012-10-02,64
1391-07-12,2012-10-03,64
1391-07-15,2012-10-06,64
1391-07-16,2012-10-07,63
1391-07-17,2012-10-08,64
1391-07-18,2012-10-09,64
1391-07-19,2012-10-10,64
1391-07-22,2012-10-13,61
1391-07-23,2012-10-14,63
1391-07-24,2012-10-15,63
1391-07-25,2012-10-16,63
1391-07-26,2012-10-17,63
1391-07-29,2012-10-20,67
1391-07-30,2012-10-21,67
1391-08-01,2012-10-22,66
1391-08-02,2012-10-23,67
1391-08-03,2012-10-24,65
1391-08-06,2012-10-27,67
1391-08-07,2012-10-28,69
1391-08-08,2012-10-29,69
1391-08-09,2012-10-30,69
1391-08-10,2012-10-31,67
1391-08-14,2012-11-04,66
1391-08-15,2012-11-05,66
1391-08-16,2012-11-06,66
1391-08-17,2012-11-07,66
1391-08-20,2012-11-10,65
1391-08-21,2012-11-11,65
1391-08-24,2012-11-14,65
1391-08-27,2012-11-17,65
1391-08-28,2012-11-18,65
1391-08-29,2012-11-19,65
1391-09-01,2012-11-21,65
1391-09-06,2012-11-26,65
1391-09-07,2012-11-27,65
1391-09-11,2012-12-01,65
1391-09-12,2012-12-02,64
1391-09-13,2012-12-03,64
1391-09-14,2012-12-04,64
1391-09-15,2012-12-05,64
1391-09-18,2012-12-08,64
1391-09-19,2012-12-09,65
1391-09-20,2012-12-10,66
1391-09-21,2012-12-11,67
1391-09-22,2012-12-12,64
1391-09-25,2012-12-15,68
1391-09-26,2012-12-16,67
1391-09-27,2012-12-17,69
1391-09-28,2012-12-18,67
1391-09-29,2012-12-19,68
1391-10-02,2012-12-22,67
1391-10-03,2012-12-23,68
1391-10-04,2012-12-24,70
1391-10-05,2012-12-25,69
1391-10-06,2012-12-26,70
1391-10-09,2012-12-29,66
1391-10-10,2012-12-30,68
1391-10-11,2012-12-31,69
1391-10-12,2013-01-01,71
1391-10-13,2013-01-02,72
1391-10-17,2013-01-06,72
1391-10-18,2013-01-07,72
1391-10-19,2013-01-08,72
1391-10-20,2013-01-09,73
1391-10-24,2013-01-13,74
1391-10-25,2013-01-14,74
1391-10-26,2013-01-15,75
1391-10-27,2013-01-16,75
1391-10-30,2013-01-19,73
1391-11-01,2013-01-20,75
1391-11-02,2013-01-21,72
1391-11-03,2013-01-22,74
1391-11-04,2013-01-23,75
1391-11-07,2013-01-26,74
1391-11-08,2013-01-27,75
1391-11-09,2013-01-28,75
1391-11-11,2013-01-30,75
1391-11-14,2013-02-02,75
1391-11-15,2013-02-03,75
1391-11-16,2013-02-04,75
1391-11-17,2013-02-05,73
1391-11-18,2013-02-06,75
1391-11-21,2013-02-09,75
1391-11-23,2013-02-11,75
1391-11-24,2013-02-12,75
1391-11-25,2013-02-13,75
1391-11-28,2013-02-16,75
1391-11-29,2013-02-17,76
1391-11-30,2013-02-18,75
1391-12-01,2013-02-19,77
1391-12-02,2013-02-20,76
1391-12-05,2013-02-23,77
1391-12-06,2013-02-24,77
1391-12-07,2013-02-25,79
1391-12-08,2013-02-26,78
1391-12-09,2013-02-27,81
1391-12-12,2013-03-02,77
1391-12-13,2013-03-03,84
1391-12-14,2013-03-04,80
1391-12-15,2013-03-05,85
1391-12-16,2013-03-06,86
1391-12-19,2013-03-09,86
1391-12-20,2013-03-10,87
1391-12-21,2013-03-11,86
1391-12-22,2013-03-12,86
1391-12-23,2013-03-13,89
1392-01-06,2013-03-26,81
1392-01-07,2013-03-27,79
1392-01-10,2013-03-30,77
1392-01-11,2013-03-31,78
1392-01-14,2013-04-03,75
1392-01-17,2013-04-06,78
1392-01-18,2013-04-07,79
1392-01-19,2013-04-08,79
1392-01-20,2013-04-09,78
1392-01-21,2013-04-10,80
1392-01-24,2013-04-13,78
1392-01-26,2013-04-15,79
1392-01-27,2013-04-16,79
1392-01-28,2013-04-17,78
1392-01-31,2013-04-20,78
1392-02-01,2013-04-21,78
1392-02-02,2013-04-22,81
1392-02-03,2013-04-23,81
1392-02-04,2013-04-24,81
1392-02-07,2013-04-27,82
1392-02-08,2013-04-28,81
1392-02-09,2013-04-29,83
1392-02-10,2013-04-30,80
1392-02-11,2013-05-01,80
1392-02-14,2013-05-04,80
1392-02-15,2013-05-05,78
1392-02-16,2013-05-06,78
1392-02-17,2013-05-07,79
1392-02-18,2013-05-08,80
1392-02-21,2013-05-11,77
1392-02-22,2013-05-12,77
1392-02-23,2013-05-13,76
1392-02-24,2013-05-14,76
1392-02-25,2013-05-15,76
1392-02-28,2013-05-18,76
1392-02-29,2013-05-19,76
1392-02-30,2013-05-20,75
1392-02-31,2013-05-21,75
1392-03-01,2013-05-22,75
1392-03-04,2013-05-25,78
1392-03-05,2013-05-26,79
1392-03-06,2013-05-27,77
1392-03-07,2013-05-28,76
1392-03-08,2013-05-29,81
1392-03-11,2013-06-01,81
1392-03-12,2013-06-02,82
1392-03-13,2013-06-03,80
1392-03-18,2013-06-08,83
1392-03-19,2013-06-09,83
1392-03-20,2013-06-10,84
1392-03-21,2013-06-11,84
1392-03-22,2013-06-12,84
1392-03-25,2013-06-15,85
1392-03-26,2013-06-16,85
1392-03-27,2013-06-17,85
1392-03-28,2013-06-18,86
1392-03-29,2013-06-19,86
1392-04-01,2013-06-22,86
1392-04-02,2013-06-23,87
1392-04-04,2013-06-25,89
1392-04-05,2013-06-26,93
1392-04-08,2013-06-29,97
1392-04-09,2013-06-30,100
1392-04-10,2013-07-01,104
1392-04-11,2013-07-02,109
1392-04-12,2013-07-03,113
1392-04-15,2013-07-06,127
1392-04-16,2013-07-07,132
1392-04-17,2013-07-08,136
1392-04-18,2013-07-09,140
1392-04-19,2013-07-10,145
1392-04-22,2013-07-13,142
1392-04-23,2013-07-14,137
1392-04-24,2013-07-15,143
1392-04-25,2013-07-16,138
1392-04-26,2013-07-17,142
1392-04-29,2013-07-20,139
1392-04-30,2013-07-21,139
1392-04-31,2013-07-22,139
1392-05-01,2013-07-23,139
1392-05-02,2013-07-24,143
1392-05-05,2013-07-27,139
1392-05-06,2013-07-28,139
1392-05-07,2013-07-29,138
1392-05-09,2013-07-31,142
1392-05-12,2013-08-03,145
1392-05-13,2013-08-04,151
1392-05-14,2013-08-05,145
1392-05-15,2013-08-06,152
1392-05-16,2013-08-07,143
1392-05-20,2013-08-11,144
1392-05-21,2013-08-12,150
1392-05-22,2013-08-13,154
1392-05-23,2013-08-14,157
1392-05-26,2013-08-17,160
1392-05-27,2013-08-18,155
1392-05-28,2013-08-19,155
1392-05-29,2013-08-20,149
1392-05-30,2013-08-21,148
1392-06-02,2013-08-24,144
1392-06-03,2013-08-25,142
1392-06-04,2013-08-26,142
1392-06-05,2013-08-27,134
1392-06-06,2013-08-28,132
1392-06-09,2013-08-31,132
1392-06-10,2013-09-01,133
1392-06-12,2013-09-03,130
1392-06-13,2013-09-04,129
1392-06-16,2013-09-07,128
1392-06-17,2013-09-08,126
1392-06-18,2013-09-09,129
1392-06-19,2013-09-10,133
1392-06-20,2013-09-11,134
1392-06-23,2013-09-14,136
1392-06-24,2013-09-15,137
1392-06-25,2013-09-16,133
1392-06-26,2013-09-17,130
1392-06-27,2013-09-18,136
1392-06-30,2013-09-21,138
1392-06-31,2013-09-22,138
1392-07-01,2013-09-23,143
1392-07-02,2013-09-24,149
1392-07-03,2013-09-25,154
1392-07-06,2013-09-28,160
1392-07-07,2013-09-29,154
1392-07-08,2013-09-30,150
1392-07-09,2013-10-01,155
1392-07-10,2013-10-02,151
1392-07-13,2013-10-05,153
1392-07-14,2013-10-06,154
1392-07-15,2013-10-07,153
1392-07-16,2013-10-08,152
1392-07-17,2013-10-09,160
1392-07-20,2013-10-12,165
1392-07-21,2013-10-13,160
1392-07-22,2013-10-14,158
1392-07-23,2013-10-15,163
1392-07-27,2013-10-19,170
1392-07-28,2013-10-20,176
1392-07-29,2013-10-21,181
1392-07-30,2013-10-22,188
1392-08-01,2013-10-23,183
1392-08-04,2013-10-26,180
1392-08-05,2013-10-27,180
1392-08-06,2013-10-28,187
1392-08-07,2013-10-29,188
1392-08-08,2013-10-30,190
1392-08-11,2013-11-02,184
1392-08-12,2013-11-03,182
1392-08-13,2013-11-04,180
1392-08-14,2013-11-05,186
1392-08-15,2013-11-06,180
1392-08-18,2013-11-09,190
1392-08-19,2013-11-10,189
1392-08-20,2013-11-11,191
1392-08-21,2013-11-12,193
1392-08-25,2013-11-16,192
1392-08-26,2013-11-17,191
1392-08-27,2013-11-18,196
1392-08-28,2013-11-19,193
1392-08-29,2013-11-20,195
1392-09-02,2013-11-23,202
1392-09-03,2013-11-24,210
